0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	0	1	0	3	3	3	0	0	0	0	0	0	
0	0	3	4	4	4	4	4	3	0	3	4	4	4	4	4	4	4	3	0	0	0	3	4	3	0	0	0	0	0	0	
0	0	3	3	3	4	3	3	3	0	3	4	3	3	3	3	3	4	3	0	0	0	3	4	3	0	0	0	0	0	0	
0	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	0	0	0	
0	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	0	0	0	
0	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	0	0	0	
0	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	0	0	0	
0	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	0	0	0	
0	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	0	0	0	
0	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	0	0	0	
0	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	0	0	0	
0	0	3	3	3	4	3	3	3	0	3	4	3	0	0	0	3	4	3	0	3	3	3	4	3	3	3	0	0	0	0	
0	0	3	4	4	4	4	4	3	0	3	4	3	0	0	0	3	4	3	0	3	4	4	2	4	4	3	0	0	0	0	
0	0	3	3	3	3	3	3	3	0	3	3	3	0	0	0	3	3	3	0	3	3	3	3	3	3	3	0	0	0	0	
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
